Date,Country,Cases,SMA,CMA,EMA
2020-03-29,Afghanistan,10,11.428571428571429,1.7647058823529411,9.271506291626679
2020-03-30,Afghanistan,50,18.571428571428573,2.463768115942029,21.490054404138675
2020-03-31,Afghanistan,4,14.285714285714286,2.4857142857142858,16.243038082897073
2020-04-01,Afghanistan,63,21.857142857142858,3.3380281690140845,30.270126658027948
2020-04-02,Afghanistan,36,25.571428571428573,3.7916666666666665,31.989088660619558
2020-04-03,Afghanistan,8,24.428571428571427,3.8493150684931505,24.79236206243369
2020-04-04,Afghanistan,18,27.0,4.04054054054054,22.754653443703578
2020-04-05,Afghanistan,50,32.714285714285715,4.653333333333333,30.928257410592504
2020-04-06,Afghanistan,18,28.142857142857142,4.828947368421052,27.04978018741475
2020-04-07,Afghanistan,56,35.57142857142857,5.4935064935064934,35.734846131190324
2020-04-08,Afghanistan,21,29.571428571428573,5.6923076923076925,31.314392291833226
2020-04-09,Afghanistan,40,30.142857142857142,6.1265822784810124,33.92007460428326
2020-04-10,Afghanistan,37,34.285714285714285,6.5125,34.84405222299828
2020-04-11,Afghanistan,34,36.57142857142857,6.851851851851852,34.59083655609879
2020-04-12,Afghanistan,52,36.857142857142854,7.402439024390244,39.81358558926915
2020-04-13,Afghanistan,58,42.57142857142857,8.012048192771084,45.2695099124884
2020-04-14,Afghanistan,49,41.57142857142857,8.5,46.388656938741875
2020-04-15,Afghanistan,70,48.57142857142857,9.223529411764705,53.47205985711931
2020-04-16,Afghanistan,56,50.857142857142854,9.767441860465116,54.23044189998352
2020-04-17,Afghanistan,66,55.0,10.413793103448276,57.761309329988464
2020-04-18,Afghanistan,27,54.0,10.602272727272727,48.532916530991926
2020-04-19,Afghanistan,63,55.57142857142857,11.191011235955056,52.873041571694344
2020-04-20,Afghanistan,30,51.57142857142857,11.4,46.01112910018604
2020-04-21,Afghanistan,66,54.0,12.0,52.00779037013022
2020-04-22,Afghanistan,84,56.0,12.782608695652174,61.60545325909115
2020-04-23,Afghanistan,103,62.714285714285715,13.75268817204301,74.02381728136379
2020-04-24,Afghanistan,72,63.57142857142857,14.372340425531915,73.41667209695464
2020-04-25,Afghanistan,112,75.71428571428571,15.4,84.99167046786825
2020-04-26,Afghanistan,68,76.42857142857143,15.947916666666666,79.89416932750777
2020-04-27,Afghanistan,172,96.71428571428571,17.556701030927837,107.52591852925543
2020-04-28,Afghanistan,125,105.14285714285714,18.653061224489797,112.7681429704788
2020-04-29,Afghanistan,111,109.0,19.585858585858585,112.23770007933516
2020-04-30,Afghanistan,232,127.42857142857143,21.71,148.16639005553458
2020-05-01,Afghanistan,164,140.57142857142858,23.11881188118812,152.9164730388742
2020-05-02,Afghanistan,134,143.71428571428572,24.205882352941178,147.2415311272119
2020-05-03,Afghanistan,235,167.57142857142858,26.25242718446602,173.56907178904834
2020-05-04,Afghanistan,190,170.14285714285714,27.826923076923077,178.4983502523338
2020-05-05,Afghanistan,330,199.42857142857142,30.704761904761906,223.94884517663365
2020-05-06,Afghanistan,168,207.57142857142858,32.0,207.16419162364355
2020-05-07,Afghanistan,171,198.85714285714286,33.299065420560744,196.31493413655045
2020-05-08,Afghanistan,215,206.14285714285714,34.98148148148148,201.9204538955853
2020-05-09,Afghanistan,255,223.42857142857142,37.0,217.8443177269097
2020-05-10,Afghanistan,369,242.57142857142858,40.018181818181816,263.1910224088368
2020-05-11,Afghanistan,285,256.14285714285717,42.22522522522522,269.73371568618575
2020-05-12,Afghanistan,276,248.42857142857142,44.3125,271.61360098033003
2020-05-13,Afghanistan,263,262.0,46.24778761061947,269.029520686231
2020-05-14,Afghanistan,413,296.57142857142856,49.46491228070175,312.2206644803617
2020-05-15,Afghanistan,414,325.0,52.63478260869565,342.75446513625315
2020-05-16,Afghanistan,349,338.42857142857144,55.189655172413794,344.6281255953772
2020-05-17,Afghanistan,262,323.14285714285717,56.957264957264954,319.839687916764
2020-05-18,Afghanistan,408,340.7142857142857,59.932203389830505,346.2877815417348
2020-05-19,Afghanistan,581,384.2857142857143,64.3109243697479,416.7014470792143
2020-05-20,Afghanistan,492,417.0,67.875,439.29101295545
2020-05-21,Afghanistan,531,433.85714285714283,71.70247933884298,466.803709068815
2020-05-22,Afghanistan,540,451.85714285714283,75.54098360655738,488.76259634817046
2020-05-23,Afghanistan,782,513.7142857142857,81.28455284552845,576.7338174437193
2020-05-24,Afghanistan,584,559.7142857142857,85.33870967741936,578.9136722106034
2020-05-25,Afghanistan,591,585.8571428571429,89.384,582.5395705474224
2020-05-26,Afghanistan,658,596.8571428571429,93.89682539682539,605.1776993831957
2020-05-27,Afghanistan,625,615.8571428571429,98.07874015748031,611.1243895682369
2020-05-28,Afghanistan,580,622.8571428571429,101.84375,601.7870726977658
2020-05-29,Afghanistan,623,634.7142857142857,105.88372093023256,608.150950888436
2020-05-30,Afghanistan,866,646.7142857142857,111.73076923076923,685.5056656219051
2020-05-31,Afghanistan,680,660.4285714285714,116.06870229007633,683.8539659353335
2020-06-01,Afghanistan,545,653.8571428571429,119.31818181818181,642.1977761547334
2020-06-02,Afghanistan,759,668.2857142857143,124.12781954887218,677.2384433083134
2020-06-03,Afghanistan,758,687.2857142857143,128.8582089552239,701.4669103158194
2020-06-04,Afghanistan,787,716.8571428571429,133.73333333333332,727.1268372210735
2020-06-05,Afghanistan,915,758.5714285714286,139.47794117647058,783.4887860547515
2020-06-06,Afghanistan,582,718.0,142.7080291970803,723.042150238326
2020-06-07,Afghanistan,791,733.8571428571429,147.40579710144928,743.4295051668282
2020-06-08,Afghanistan,575,738.1428571428571,150.4820143884892,692.9006536167798
2020-06-09,Afghanistan,542,707.1428571428571,153.27857142857144,647.6304575317458
2020-06-10,Afghanistan,683,696.4285714285714,157.03546099290782,658.2413202722221
2020-06-11,Afghanistan,748,690.8571428571429,161.19718309859155,685.1689241905555
2020-06-12,Afghanistan,656,653.8571428571429,164.65734265734267,676.4182469333888
2020-06-13,Afghanistan,556,650.1428571428571,167.375,640.2927728533721
2020-06-14,Afghanistan,664,632.0,170.8,647.4049409973604
2020-06-15,Afghanistan,761,658.5714285714286,174.84246575342465,681.4834586981523
2020-06-16,Afghanistan,783,693.0,178.9795918367347,711.9384210887065
2020-06-17,Afghanistan,564,676.0,181.5810810810811,667.5568947620945
2020-06-18,Afghanistan,658,663.1428571428571,184.7785234899329,664.6898263334662
2020-06-19,Afghanistan,346,618.8571428571429,185.85333333333332,569.0828784334262
2020-06-20,Afghanistan,546,617.4285714285714,188.23841059602648,562.1580149033983
2020-06-21,Afghanistan,409,581.0,189.69078947368422,516.2106104323789
2020-06-22,Afghanistan,324,518.5714285714286,190.5686274509804,458.5474273026652
2020-06-23,Afghanistan,324,453.0,191.43506493506493,418.18319911186563
2020-06-24,Afghanistan,159,395.14285714285717,191.2258064516129,340.42823937830593
2020-06-25,Afghanistan,535,377.57142857142856,193.42948717948718,398.79976756481415
2020-06-26,Afghanistan,276,367.57142857142856,193.95541401273886,361.9598372953699
2020-06-27,Afghanistan,165,313.14285714285717,193.77215189873417,302.8718861067589
2020-06-28,Afghanistan,351,304.85714285714283,194.76100628930817,317.3103202747312
2020-06-29,Afghanistan,271,297.2857142857143,195.2375,303.41722419231183
2020-06-30,Afghanistan,279,290.85714285714283,195.75776397515529,296.09205693461826
2020-07-01,Afghanistan,319,313.7142857142857,196.5185185185185,302.96443985423275
2020-07-02,Afghanistan,186,263.85714285714283,196.45398773006136,267.8751078979629
2020-07-03,Afghanistan,302,267.57142857142856,197.09756097560975,278.112575528574
2020-07-04,Afghanistan,348,293.7142857142857,198.0121212121212,299.07880287000177
2020-07-05,Afghanistan,279,283.42857142857144,198.5,293.0551620090012
2020-07-06,Afghanistan,239,278.85714285714283,198.7425149700599,276.83861340630085
2020-07-07,Afghanistan,194,266.7142857142857,198.71428571428572,251.98702938441056
2020-07-08,Afghanistan,210,251.14285714285714,198.7810650887574,239.39092056908737
2020-07-09,Afghanistan,314,269.42857142857144,199.45882352941177,261.77364439836117
2020-07-10,Afghanistan,286,267.14285714285717,199.96491228070175,269.0415510788528
2020-07-11,Afghanistan,172,242.0,199.80232558139534,239.92908575519695
2020-07-12,Afghanistan,85,214.28571428571428,199.1387283236994,193.45036002863785
2020-07-13,Afghanistan,4,180.71428571428572,198.01724137931035,136.61525202004648
2020-07-14,Afghanistan,285,193.71428571428572,198.5142857142857,181.13067641403254
2020-07-15,Afghanistan,254,200.0,198.82954545454547,202.99147348982277
2020-07-16,Afghanistan,76,166.0,198.135593220339,164.89403144287593
2020-07-17,Afghanistan,159,147.85714285714286,197.91573033707866,163.12582201001314
2020-07-18,Afghanistan,72,133.57142857142858,197.2122905027933,135.7880754070092
2020-07-19,Afghanistan,174,146.28571428571428,197.08333333333334,147.2516527849064
2020-07-20,Afghanistan,51,153.0,196.27624309392266,118.37615694943447
2020-07-21,Afghanistan,89,125.0,195.6868131868132,109.56330986460414
2020-07-22,Afghanistan,112,104.71428571428571,195.2295081967213,110.2943169052229
2020-07-23,Afghanistan,201,122.57142857142857,195.2608695652174,137.506021833656
2020-07-24,Afghanistan,53,107.42857142857143,194.4918918918919,112.15421528355921
2020-07-25,Afghanistan,55,105.0,193.74193548387098,95.00795069849144
2020-07-26,Afghanistan,121,97.42857142857143,193.35294117647058,102.805565488944
2020-07-27,Afghanistan,106,105.28571428571429,192.88829787234042,103.7638958422608
2020-07-28,Afghanistan,105,107.57142857142857,192.42328042328043,104.13472708958255
2020-07-29,Afghanistan,103,106.28571428571429,191.95263157894738,103.79430896270779
2020-07-30,Afghanistan,71,87.71428571428571,191.3193717277487,93.95601627389544
2020-07-31,Afghanistan,133,99.14285714285714,191.015625,105.6692113917268
2020-08-01,Afghanistan,35,96.28571428571429,190.20725388601036,84.46844797420876
2020-08-02,Afghanistan,0,79.0,189.22680412371133,59.127913581946125
2020-08-03,Afghanistan,37,69.14285714285714,188.44615384615383,52.48953950736229
2020-08-04,Afghanistan,35,59.142857142857146,187.66326530612244,47.2426776551536
2020-08-05,Afghanistan,47,51.142857142857146,186.9492385786802,47.16987435860752
2020-08-06,Afghanistan,67,50.57142857142857,186.34343434343435,53.11891205102526
2020-08-07,Afghanistan,119,48.57142857142857,186.00502512562815,72.88323843571769
2020-08-08,Afghanistan,39,49.142857142857146,185.27,62.71826690500238
2020-08-09,Afghanistan,0,49.142857142857146,184.34825870646767,43.902786833501665
2020-08-10,Afghanistan,108,59.285714285714285,183.97029702970298,63.13195078345116
2020-08-11,Afghanistan,107,69.57142857142857,183.59113300492612,76.2923655484158
2020-08-12,Afghanistan,76,73.71428571428571,183.06372549019608,76.20465588389106
2020-08-13,Afghanistan,79,75.42857142857143,182.55609756097562,77.04325911872374
2020-08-14,Afghanistan,7,59.42857142857143,181.70388349514562,56.03028138310662
2020-08-15,Afghanistan,120,71.0,181.40579710144928,75.22119696817464
2020-08-16,Afghanistan,45,77.42857142857143,180.75,66.15483787772224
2020-08-17,Afghanistan,3,62.42857142857143,179.89952153110048,47.20838651440557
2020-08-18,Afghanistan,0,47.142857142857146,179.04285714285714,33.0458705600839
2020-08-19,Afghanistan,0,36.285714285714285,178.19431279620852,23.132109392058727
2020-08-20,Afghanistan,257,61.714285714285715,178.56603773584905,93.29247657444111
2020-08-21,Afghanistan,38,66.14285714285714,177.906103286385,76.70473360210877
2020-08-22,Afghanistan,59,57.42857142857143,177.35046728971963,71.39331352147614
2020-08-23,Afghanistan,46,57.57142857142857,176.73953488372092,63.7753194650333
2020-08-24,Afghanistan,55,65.0,176.17592592592592,61.14272362552331
2020-08-25,Afghanistan,16,67.28571428571429,175.43778801843317,47.59990653786631
2020-08-26,Afghanistan,43,73.42857142857143,174.8302752293578,46.21993457650641
2020-08-27,Afghanistan,16,39.0,174.10502283105023,37.153954203554484
2020-08-28,Afghanistan,11,35.142857142857146,173.36363636363637,29.307767942488137
2020-08-29,Afghanistan,3,27.142857142857142,172.59276018099547,21.415437559741694
2020-08-30,Afghanistan,19,23.285714285714285,171.9009009009009,20.690806291819186
2020-08-31,Afghanistan,3,15.857142857142858,171.14349775784754,15.383564404273429
2020-09-01,Afghanistan,31,18.0,170.51785714285714,20.068495082991397
2020-09-02,Afghanistan,47,18.571428571428573,169.9688888888889,28.147946558093977
2020-09-03,Afghanistan,45,22.714285714285715,169.41592920353983,33.20356259066578
2020-09-04,Afghanistan,16,23.428571428571427,168.74008810572687,28.04249381346605
2020-09-05,Afghanistan,20,25.857142857142858,168.08771929824562,25.62974566942623
2020-09-06,Afghanistan,74,33.714285714285715,167.6768558951965,40.14082196859836
2020-09-07,Afghanistan,96,47.0,167.36521739130436,56.89857537801885
2020-09-08,Afghanistan,26,46.285714285714285,166.75324675324674,47.62900276461319
2020-09-09,Afghanistan,24,43.0,166.13793103448276,40.54030193522924
2020-09-10,Afghanistan,28,40.57142857142857,165.5450643776824,36.77821135466046
2020-09-11,Afghanistan,34,43.142857142857146,164.98290598290598,35.94474794826232
2020-09-12,Afghanistan,35,45.285714285714285,164.42978723404255,35.661323563783625
2020-09-13,Afghanistan,75,45.42857142857143,164.05084745762713,47.462926494648535
2020-09-14,Afghanistan,56,39.714285714285715,163.59493670886076,50.02404854625398
2020-09-15,Afghanistan,43,42.142857142857146,163.08823529411765,47.91683398237778
2020-09-16,Afghanistan,40,44.42857142857143,162.5732217573222,45.54178378766444
2020-09-17,Afghanistan,17,42.857142857142854,161.96666666666667,36.979248651365104
2020-09-18,Afghanistan,11,39.57142857142857,161.3402489626556,29.185474055955574
2020-09-19,Afghanistan,36,39.714285714285715,160.82231404958677,31.229831839168902
2020-09-20,Afghanistan,125,46.857142857142854,160.67489711934155,59.360882287418235
2020-09-21,Afghanistan,30,43.142857142857146,160.13934426229508,50.552617601192765
2020-09-22,Afghanistan,22,40.142857142857146,159.57551020408164,41.986832320834935
2020-09-23,Afghanistan,49,41.42857142857143,159.1260162601626,44.09078262458445
2020-09-24,Afghanistan,25,42.57142857142857,158.582995951417,38.36354783720911
2020-09-25,Afghanistan,16,43.285714285714285,158.00806451612902,31.654483486046377
2020-09-26,Afghanistan,6,39.0,157.3975903614458,23.958138440232464
2020-09-27,Afghanistan,35,26.142857142857142,156.908,27.270696908162723
2020-09-28,Afghanistan,6,22.714285714285715,156.30677290836653,20.889487835713904
2020-09-29,Afghanistan,21,22.571428571428573,155.76984126984127,20.922641484999733
2020-09-30,Afghanistan,14,17.571428571428573,155.2094861660079,18.84584903949981
2020-10-01,Afghanistan,17,16.428571428571427,154.66535433070865,18.292094327649867
2020-10-02,Afghanistan,5,14.857142857142858,154.07843137254903,14.304466029354906
2020-10-03,Afghanistan,7,15.0,153.50390625,12.113126220548432
2020-10-04,Afghanistan,44,16.285714285714285,153.07782101167317,21.679188354383903
2020-10-05,Afghanistan,81,27.0,152.7984496124031,39.47543184806873
2020-10-06,Afghanistan,64,33.142857142857146,152.45559845559845,46.83280229364811
2020-10-07,Afghanistan,62,40.0,152.1076923076923,51.382961605553675
2020-10-08,Afghanistan,68,47.285714285714285,151.78544061302682,56.36807312388757
2020-10-09,Afghanistan,77,57.57142857142857,151.5,62.55765118672129
2020-10-10,Afghanistan,10,58.0,150.9619771863118,46.7903558307049
2020-10-11,Afghanistan,96,65.42857142857143,150.75378787878788,61.553249081493426
2020-10-12,Afghanistan,71,64.0,150.45283018867926,64.3872743570454
2020-10-13,Afghanistan,58,63.142857142857146,150.10526315789474,62.47109204993178
2020-10-14,Afghanistan,66,63.714285714285715,149.79026217228466,63.52976443495224
2020-10-15,Afghanistan,32,58.57142857142857,149.3507462686567,54.07083510446657
2020-10-16,Afghanistan,47,54.285714285714285,148.9702602230483,51.94958457312659
2020-10-17,Afghanistan,68,62.57142857142857,148.67037037037036,56.76470920118861
2020-10-18,Afghanistan,59,57.285714285714285,148.33948339483396,57.43529644083202
2020-10-19,Afghanistan,87,59.57142857142857,148.1139705882353,66.30470750858241
2020-10-20,Afghanistan,70,61.285714285714285,147.82783882783883,67.41329525600769
2020-10-21,Afghanistan,153,73.71428571428571,147.84671532846716,93.08930667920538
2020-10-22,Afghanistan,116,85.71428571428571,147.73090909090908,99.96251467544376
2020-10-23,Afghanistan,61,87.71428571428571,147.41666666666666,88.27376027281062
2020-10-24,Afghanistan,81,89.57142857142857,147.1768953068592,86.09163219096743
2020-10-25,Afghanistan,65,90.42857142857143,146.88129496402877,79.76414253367719
2020-10-26,Afghanistan,104,92.85714285714286,146.72759856630825,87.03489977357403
2020-10-27,Afghanistan,95,96.42857142857143,146.54285714285714,89.42442984150182
2020-10-28,Afghanistan,113,90.71428571428571,146.42348754448398,96.49710088905127
2020-10-29,Afghanistan,123,91.71428571428571,146.3404255319149,104.44797062233587
2020-10-30,Afghanistan,66,92.42857142857143,146.0565371024735,92.9135794356351
2020-10-31,Afghanistan,91,93.85714285714286,145.86267605633802,92.33950560494456
2020-11-01,Afghanistan,76,95.42857142857143,145.61754385964912,87.43765392346118
2020-11-02,Afghanistan,132,99.42857142857143,145.56993006993008,100.80635774642283
2020-11-03,Afghanistan,95,99.42857142857143,145.39372822299651,99.06445042249598
2020-11-04,Afghanistan,86,95.57142857142857,145.1875,95.14511529574717
2020-11-05,Afghanistan,121,95.28571428571429,145.1038062283737,102.90158070702302
2020-11-06,Afghanistan,40,91.57142857142857,144.74137931034483,84.0311064949161
2020-11-07,Afghanistan,58,86.85714285714286,144.44329896907217,76.22177454644127
2020-11-08,Afghanistan,59,84.42857142857143,144.15068493150685,71.05524218250888
2020-11-09,Afghanistan,205,94.85714285714286,144.35836177474403,111.2386695277562
2020-11-10,Afghanistan,166,105.0,144.43197278911563,127.66706866942933
2020-11-11,Afghanistan,146,113.57142857142857,144.4372881355932,133.1669480686005
2020-11-12,Afghanistan,186,122.85714285714286,144.5777027027027,149.01686364802035
2020-11-13,Afghanistan,174,142.0,144.67676767676767,156.51180455361424
2020-11-14,Afghanistan,66,143.14285714285714,144.41275167785236,129.35826318752996
2020-11-15,Afghanistan,205,164.0,144.6153846153846,152.05078423127097
2020-11-16,Afghanistan,163,158.0,144.67666666666668,155.33554896188966
2020-11-17,Afghanistan,225,166.42857142857142,144.9435215946844,176.23488427332273
2020-11-18,Afghanistan,223,177.42857142857142,145.2019867549669,190.2644189913259
2020-11-19,Afghanistan,377,204.71428571428572,145.96699669966998,246.28509329392813
2020-11-20,Afghanistan,215,210.57142857142858,146.1940789473684,236.8995653057497
2020-11-21,Afghanistan,60,209.71428571428572,145.91147540983607,183.82969571402478
2020-11-22,Afghanistan,203,209.42857142857142,146.09803921568627,189.58078699981735
2020-11-23,Afghanistan,282,226.42857142857142,146.54071661237785,217.30655089987212
2020-11-24,Afghanistan,292,236.0,147.01298701298703,239.71458562991046
2020-01-22,Albania,0,0.0,0.0,0.0
2020-01-23,Albania,0,0.0,0.0,0.0
2020-01-24,Albania,0,0.0,0.0,0.0
2020-01-25,Albania,0,0.0,0.0,0.0
2020-01-26,Albania,0,0.0,0.0,0.0
2020-01-27,Albania,0,0.0,0.0,0.0
2020-01-28,Albania,0,0.0,0.0,0.0
2020-01-29,Albania,0,0.0,0.0,0.0
2020-01-30,Albania,0,0.0,0.0,0.0
2020-01-31,Albania,0,0.0,0.0,0.0
2020-02-01,Albania,0,0.0,0.0,0.0
2020-02-02,Albania,0,0.0,0.0,0.0
2020-02-03,Albania,0,0.0,0.0,0.0
2020-02-04,Albania,0,0.0,0.0,0.0
2020-02-05,Albania,0,0.0,0.0,0.0
2020-02-06,Albania,0,0.0,0.0,0.0
2020-02-07,Albania,0,0.0,0.0,0.0
2020-02-08,Albania,0,0.0,0.0,0.0
2020-02-09,Albania,0,0.0,0.0,0.0
2020-02-10,Albania,0,0.0,0.0,0.0
2020-02-11,Albania,0,0.0,0.0,0.0
2020-02-12,Albania,0,0.0,0.0,0.0
2020-02-13,Albania,0,0.0,0.0,0.0
2020-02-14,Albania,0,0.0,0.0,0.0
2020-02-15,Albania,0,0.0,0.0,0.0
2020-02-16,Albania,0,0.0,0.0,0.0
2020-02-17,Albania,0,0.0,0.0,0.0
2020-02-18,Albania,0,0.0,0.0,0.0
2020-02-19,Albania,0,0.0,0.0,0.0
2020-02-20,Albania,0,0.0,0.0,0.0
2020-02-21,Albania,0,0.0,0.0,0.0
2020-02-22,Albania,0,0.0,0.0,0.0
2020-02-23,Albania,0,0.0,0.0,0.0
2020-02-24,Albania,0,0.0,0.0,0.0
2020-02-25,Albania,0,0.0,0.0,0.0
2020-02-26,Albania,0,0.0,0.0,0.0
2020-02-27,Albania,0,0.0,0.0,0.0
2020-02-28,Albania,0,0.0,0.0,0.0
2020-02-29,Albania,0,0.0,0.0,0.0
2020-03-01,Albania,0,0.0,0.0,0.0
2020-03-02,Albania,0,0.0,0.0,0.0
2020-03-03,Albania,0,0.0,0.0,0.0
2020-03-04,Albania,0,0.0,0.0,0.0
2020-03-05,Albania,0,0.0,0.0,0.0
2020-03-06,Albania,0,0.0,0.0,0.0
2020-03-07,Albania,0,0.0,0.0,0.0
2020-03-08,Albania,0,0.0,0.0,0.0
2020-03-09,Albania,2,0.2857142857142857,0.041666666666666664,0.6
2020-03-10,Albania,8,1.4285714285714286,0.20408163265306123,2.82
2020-03-11,Albania,2,1.7142857142857142,0.24,2.574
2020-03-12,Albania,11,3.2857142857142856,0.45098039215686275,5.1018
2020-03-13,Albania,10,4.714285714285714,0.6346153846153846,6.57126
2020-03-14,Albania,5,5.428571428571429,0.7169811320754716,6.099881999999999
2020-03-15,Albania,4,6.0,0.7777777777777778,5.469917399999999
2020-03-16,Albania,9,7.0,0.9272727272727272,6.528942179999999
2020-03-17,Albania,4,6.428571428571429,0.9821428571428571,5.770259525999999
2020-03-18,Albania,4,6.714285714285714,1.0350877192982457,5.2391816682
2020-03-19,Albania,5,5.857142857142857,1.103448275862069,5.16742716774
2020-03-20,Albania,6,5.285714285714286,1.1864406779661016,5.417199017418
2020-03-21,Albania,6,5.428571428571429,1.2666666666666666,5.592039312192599
2020-03-22,Albania,13,6.714285714285714,1.459016393442623,7.814427518534819
2020-03-23,Albania,15,7.571428571428571,1.6774193548387097,9.970099262974372
2020-03-24,Albania,19,9.714285714285714,1.9523809523809523,12.67906948408206
2020-03-25,Albania,23,12.428571428571429,2.28125,15.77534863885744
2020-03-26,Albania,28,15.714285714285714,2.6769230769230767,19.442744047200208
2020-03-27,Albania,12,16.571428571428573,2.8181818181818183,17.209920833040144
2020-03-28,Albania,11,17.285714285714285,2.9402985074626864,15.3469445831281
2020-03-29,Albania,15,17.571428571428573,3.1176470588235294,15.24286120818967
2020-03-30,Albania,11,17.0,3.2318840579710146,13.970002845732768
2020-03-31,Albania,20,17.142857142857142,3.4714285714285715,15.779001992012937
2020-04-01,Albania,16,16.142857142857142,3.647887323943662,15.845301394409056
2020-04-02,Albania,18,14.714285714285714,3.8472222222222223,16.49171097608634
2020-04-03,Albania,27,16.857142857142858,4.164383561643835,19.644197683260437
2020-04-04,Albania,29,19.428571428571427,4.5,22.450938378282302
2020-04-05,Albania,28,21.285714285714285,4.8133333333333335,24.11565686479761
2020-04-06,Albania,16,22.0,4.9605263157894735,21.680959805358327
